index,customer,priceIndex,price,probability,revenue
0,0,0,0.0,0.9777708926110792,0.0
1,0,1,1.0,0.9738767502938789,0.9738767502938789
2,0,2,2.0,0.9697064135646549,1.9394128271293098
3,0,3,3.0,0.9930983449881788,2.9792950349645366
4,0,4,4.0,0.9665549540899366,3.8662198163597465
5,0,5,5.0,0.9635178735008367,4.817589367504183
6,0,6,6.0,0.9613305308367337,5.767983185020402
7,0,7,7.0,0.9556598637121653,6.6896190459851566
8,0,8,8.0,0.9765694354926587,7.81255548394127
9,0,9,9.0,0.9734483037057471,8.761034733351725
10,0,10,10.0,0.9814303578722396,9.814303578722397
11,0,11,11.0,0.958007058022748,10.538077638250227
12,0,12,12.0,0.9698539980452482,11.638247976542978
13,0,13,13.0,0.9759987746479344,12.687984070423147
14,0,14,14.0,0.9483122173777361,13.276371043288306
15,0,15,15.0,0.9693530285086417,14.540295427629625
16,0,16,16.0,0.952634295620042,15.242148729920672
17,0,17,17.0,0.9705820845868666,16.499895437976733
18,0,18,18.0,0.9791122574799822,17.62402063463968
19,0,19,19.0,0.9647647069295419,18.330529431661294
20,0,20,20.0,0.9835123045648936,19.670246091297873
21,0,21,21.0,0.9748472231915591,20.47179168702274
22,0,22,22.0,0.9863778993167404,21.700313784968287
23,0,23,23.0,0.96011485750395,22.08264172259085
24,0,24,24.0,0.9732155989595332,23.357174375028798
25,0,25,25.0,0.9645932199862235,24.114830499655586
26,0,26,26.0,0.966196678529203,25.121113641759276
27,0,27,27.0,0.9843921867140079,26.578589041278214
28,0,28,28.0,0.9813210875414082,27.47699045115943
29,0,29,29.0,0.9558753773922092,27.720385944374065
30,0,30,30.0,0.9508455645735148,28.525366937205444
31,0,31,31.0,0.9766406174582734,30.275859141206475
32,0,32,32.0,0.9756966825262893,31.222293840841257
33,0,33,33.0,0.9658812816884461,31.874082295718722
34,0,34,34.0,0.9823978164006889,33.401525757623425
35,0,35,35.0,0.9607639443873036,33.62673805355563
36,0,36,36.0,0.9636905970335063,34.69286149320623
37,0,37,37.0,0.9591942721657569,35.49018807013301
38,0,38,38.0,0.9485719707017566,36.04573488666675
39,0,39,39.0,0.975331583898509,38.03793177204185
40,0,40,40.0,0.9369743727212619,37.478974908850475
41,0,41,41.0,0.9715613444978572,39.83401512441215
42,0,42,42.0,0.9500097109999593,39.90040786199829
43,0,43,43.0,0.9679416148672917,41.62148943929354
44,0,44,44.0,0.9460543935450185,41.62639331598081
45,0,45,45.0,0.9342518343902785,42.04133254756253
46,0,46,46.0,0.9495716935533045,43.68029790345201
47,0,47,47.0,0.9574543848384997,45.000356087409486
48,0,48,48.0,0.94160850760905,45.1972083652344
49,0,49,49.0,0.953478897185601,46.72046596209445
50,0,50,50.0,0.9434341564519816,47.17170782259908
51,0,51,51.0,0.9305807716975452,47.459619356574805
52,0,52,52.0,0.9453855054565141,49.16004628373874
53,0,53,53.0,0.9261665428197469,49.08682676944658
54,0,54,54.0,0.9227413867015171,49.82803488188192
55,0,55,55.0,0.9134919806904589,50.24205893797524
56,0,56,56.0,0.9245963702896542,51.77739673622064
57,0,57,57.0,0.9367917400659945,53.397129183761685
58,0,58,58.0,0.9458483842768477,54.859206288057166
59,0,59,59.0,0.9087597960890667,53.616827969254935
60,0,60,60.0,0.9413369508639787,56.48021705183872
61,0,61,61.0,0.901792309417335,55.00933087445743
62,0,62,62.0,0.9240167554064489,57.28903883519983
63,0,63,63.0,0.9184274816701793,57.860931345221296
64,0,64,64.0,0.89281511878063,57.14016760196032
65,0,65,65.0,0.9083206342178687,59.04084122416146
66,0,66,66.0,0.8958452517713965,59.12578661691217
67,0,67,67.0,0.8833780790637223,59.1863312972694
68,0,68,68.0,0.9009774487273038,61.266466513456656
69,0,69,69.0,0.880166676737645,60.731500694897505
70,0,70,70.0,0.9017964094123627,63.12574865886539
71,0,71,71.0,0.8911276127953421,63.27006050846929
72,0,72,72.0,0.8683152954159197,62.51870126994622
73,0,73,73.0,0.8852635677140142,64.62424044312303
74,0,74,74.0,0.8777649477093217,64.95460613048981
75,0,75,75.0,0.8636701466465645,64.77526099849234
76,0,76,76.0,0.8543968076819618,64.9341573838291
77,0,77,77.0,0.8605201247067261,66.26004960241791
78,0,78,78.0,0.8353401706697416,65.15653331223984
79,0,79,79.0,0.8381581329650771,66.2144925042411
80,0,80,80.0,0.8472875424118606,67.78300339294884
81,0,81,81.0,0.8334400325926022,67.50864264000079
82,0,82,82.0,0.8446637252128255,69.26242546745169
83,0,83,83.0,0.8123529683072443,67.42529636950128
84,0,84,84.0,0.8208528044942904,68.95163557752039
85,0,85,85.0,0.7945283120124224,67.5349065210559
86,0,86,86.0,0.806425368101603,69.35258165673785
87,0,87,87.0,0.7928888859394879,68.98133307673545
88,0,88,88.0,0.7792131009939848,68.57075288747066
89,0,89,89.0,0.7873921594693055,70.07790219276819
90,0,90,90.0,0.7810595822362261,70.29536240126035
91,0,91,91.0,0.7595243337378701,69.11671437014618
92,0,92,92.0,0.7406757571672519,68.14216965938718
93,0,93,93.0,0.7507371963831762,69.81855926363538
94,0,94,94.0,0.7465769904792987,70.17823710505408
95,0,95,95.0,0.7366059391007885,69.97756421457491
96,0,96,96.0,0.7064482370531483,67.81903075710224
97,0,97,97.0,0.6988745072189576,67.7908272002389
98,0,98,98.0,0.6915521333367398,67.7721090670005
99,0,99,99.0,0.6974355172247079,69.04611620524608
100,0,100,100.0,0.6696269186843271,66.96269186843271
101,0,101,101.0,0.6617575552421321,66.83751307945533
102,0,102,102.0,0.6649099662518553,67.82081655768924
103,0,103,103.0,0.635858678797246,65.49344391611633
104,0,104,104.0,0.6254549424407478,65.04731401383778
105,0,105,105.0,0.6281082296700622,65.95136411535653
106,0,106,106.0,0.6182822173618754,65.5379150403588
107,0,107,107.0,0.6062245804331408,64.86603010634606
108,0,108,108.0,0.5835177703105354,63.019919193537824
109,0,109,109.0,0.5769401341038835,62.886474617323294
110,0,110,110.0,0.5726148713558793,62.98763584914672
111,0,111,111.0,0.5521238847981442,61.28575121259401
112,0,112,112.0,0.5432281261239915,60.84155012588705
113,0,113,113.0,0.5292848147103804,59.80918406227298
114,0,114,114.0,0.5185665273031388,59.116584112557824
115,0,115,115.0,0.5013602603108411,57.65642993574673
116,0,116,116.0,0.4891235639266773,56.738333415494566
117,0,117,117.0,0.48440988690238623,56.67595676757919
118,0,118,118.0,0.46676175942545584,55.07788761220379
119,0,119,119.0,0.45147032039233437,53.72496812668779
120,0,120,120.0,0.44774966127639726,53.72995935316767
121,0,121,121.0,0.42931776787923165,51.94744991338703
122,0,122,122.0,0.42003892614120963,51.244748989227574
123,0,123,123.0,0.4107587049361473,50.52332070714612
124,0,124,124.0,0.39666161937912287,49.18604080301124
125,0,125,125.0,0.384450310631151,48.05628882889387
126,0,126,126.0,0.37366156241561654,47.081356864367685
127,0,127,127.0,0.3611943137122549,45.871677841456375
128,0,128,128.0,0.351160941879134,44.94860056052915
129,0,129,129.0,0.3387463093749214,43.69827390936486
130,0,130,130.0,0.3266295616828853,42.46184301877509
131,0,131,131.0,0.3183129936522043,41.69900216843876
132,0,132,132.0,0.3059108418119137,40.380231119172606
133,0,133,133.0,0.29698039112531927,39.49839201966746
134,0,134,134.0,0.2848753125789812,38.17329188558348
135,0,135,135.0,0.27668441783089237,37.35239640717047
136,0,136,136.0,0.2663272954079524,36.22051217548153
137,0,137,137.0,0.2561072077989147,35.086687468451316
138,0,138,138.0,0.2451811639733832,33.83500062832688
139,0,139,139.0,0.23666652688986947,32.89664723769186
140,0,140,140.0,0.22703672541100334,31.785141557540467
141,0,141,141.0,0.21845369239718743,30.801970628003428
142,0,142,142.0,0.21135629815840778,30.012594338493905
143,0,143,143.0,0.2033931740855306,29.085223894230875
144,0,144,144.0,0.19558575538295372,28.164348775145335
145,0,145,145.0,0.1876047089692919,27.202682800547326
146,0,146,146.0,0.18034176523416176,26.329897724187617
147,0,147,147.0,0.17256097009653043,25.366462604189973
148,0,148,148.0,0.16602876057212312,24.572256564674223
149,0,149,149.0,0.15851416850303723,23.61861110695255
150,0,150,150.0,0.15184189367224546,22.776284050836818
151,0,151,151.0,0.14532911045154745,21.944695678183663
152,0,152,152.0,0.13933435022535448,21.17882123425388
153,0,153,153.0,0.13342337923808695,20.413777023427304
154,0,154,154.0,0.12803508074358294,19.717402434511772
155,0,155,155.0,0.12288408310790572,19.047032881725386
156,0,156,156.0,0.11751597860836638,18.332492662905153
157,0,157,157.0,0.11204657061060237,17.591311585864574
158,0,158,158.0,0.10713958868352143,16.928055011996385
159,0,159,159.0,0.10265130953394062,16.32155821589656
160,0,160,160.0,0.09803842555174722,15.686148088279555
161,0,161,161.0,0.09362201275422041,15.073144053429486
162,0,162,162.0,0.08970553114973832,14.532296046257608
163,0,163,163.0,0.08537745522829625,13.916525202212288
164,0,164,164.0,0.08179708433963519,13.41472183170017
165,0,165,165.0,0.07794525280031071,12.860966712051267
166,0,166,166.0,0.07455849457732443,12.376710099835854
167,0,167,167.0,0.07115713997699467,11.88324237615811
168,0,168,168.0,0.06775698790586998,11.383173968186156
169,0,169,169.0,0.06471830368880842,10.937393323408623
170,0,170,170.0,0.06183921454601529,10.5126664728226
171,0,171,171.0,0.05890856283960538,10.07336424557252
172,0,172,172.0,0.05622392497808249,9.670515096230188
173,0,173,173.0,0.05357102051045768,9.267786548309179
174,0,174,174.0,0.051102140232223356,8.891772400406865
175,0,175,175.0,0.0487080239787113,8.523904196274477
176,0,176,176.0,0.04650691133344407,8.185216394686156
177,0,177,177.0,0.044266511434748475,7.83517252395048
178,0,178,178.0,0.04223803277325458,7.518369833639316
179,0,179,179.0,0.040221705511369124,7.199685286535074
180,0,180,180.0,0.0382979018370701,6.893622330672619
181,0,181,181.0,0.03652963575593799,6.611864071824776
182,0,182,182.0,0.034803713039574274,6.334275773202518
183,0,183,183.0,0.03316705050105701,6.069570241693433
184,0,184,184.0,0.031553121274920395,5.805774314585353
185,0,185,185.0,0.030067351819554455,5.562460086617574
186,0,186,186.0,0.028649432377742652,5.328794422260133
187,0,187,187.0,0.027261570541899673,5.097913691335239
188,0,188,188.0,0.02597499466298983,4.883298996642088
189,0,189,189.0,0.024749805542854622,4.677713247599524
190,0,190,190.0,0.023543366387065272,4.473239613542401
191,0,191,191.0,0.022420726016879625,4.282358669224008
192,0,192,192.0,0.02135941275569348,4.101007249093149
193,0,193,193.0,0.02032153460386319,3.9220561785455956
194,0,194,194.0,0.019350656389738367,3.754027339609243
195,0,195,195.0,0.01842195321218757,3.5922808763765763
196,0,196,196.0,0.017530724630682337,3.4360220276137383
197,0,197,197.0,0.016684573718938955,3.286861022630974
198,0,198,198.0,0.015882308115488308,3.144697006866685
199,1,0,0.0,0.9662119026478772,0.0
200,1,1,1.0,0.9889077887991025,0.9889077887991025
201,1,2,2.0,0.9721135746065976,1.9442271492131953
202,1,3,3.0,0.9748912259089233,2.92467367772677
203,1,4,4.0,0.9696056355031359,3.8784225420125438
204,1,5,5.0,0.961767998946576,4.80883999473288
205,1,6,6.0,0.9639932592575657,5.783959555545394
206,1,7,7.0,0.9587937300498618,6.711556110349033
